,image_id,image_path,object_id,x_min,y_min,x_max,y_max,class_name
1287,1287,./dataset/697335955206079851799705761607.1060.png,0,176,0,199,37,0
1288,1288,./dataset/766043879916578732928280496842.150.png,1,12,47,30,116,1
1289,1289,./dataset/766043879916578732928280496842.150.png,5,56,35,130,129,5
1290,1290,./dataset/766043879916578732928280496842.150.png,0,145,52,198,117,0
1291,1291,./dataset/378390421901224295755861869192.105.png,1,86,45,93,79,1
1292,1292,./dataset/378390421901224295755861869192.105.png,0,104,0,111,5,0
1293,1293,./dataset/378390421901224295755861869192.105.png,5,115,33,151,81,5
1294,1294,./dataset/339587624408008271066728376468.12.png,1,75,13,91,101,1
1295,1295,./dataset/339587624408008271066728376468.12.png,2,116,9,185,99,2
1296,1296,./dataset/408996948075095761839379948884.44.png,4,103,21,146,72,4
1297,1297,./dataset/408996948075095761839379948884.44.png,4,173,19,223,76,4
1298,1298,./dataset/817790368173146787067703158484.48.png,4,55,27,93,98,4
1299,1299,./dataset/817790368173146787067703158484.48.png,8,105,29,141,98,8
1300,1300,./dataset/975896047455247832148428022402.4.png,4,136,17,203,83,4
1301,1301,./dataset/582129843663057056.142.png,1,118,31,130,67,1
1302,1302,./dataset/582129843663057056.142.png,4,141,38,171,79,4
1303,1303,./dataset/582129843663057056.142.png,2,189,33,250,72,2
1304,1304,./dataset/11940350663334865544.114.png,1,99,20,108,60,1
1305,1305,./dataset/11940350663334865544.114.png,1,133,26,141,62,1
1306,1306,./dataset/11940350663334865544.114.png,4,177,15,217,60,4
1307,1307,./dataset/10163936733294351811.184.png,1,151,20,163,70,1
1308,1308,./dataset/10163936733294351811.184.png,8,168,9,193,70,8
1309,1309,./dataset/10163936733294351811.184.png,4,194,16,224,91,4
1310,1310,./dataset/221175898790801992062843691417.80.png,8,50,22,96,124,8
1311,1311,./dataset/221175898790801992062843691417.80.png,0,105,45,143,114,0
1312,1312,./dataset/6615178073238459590.775.png,7,109,5,136,52,7
1313,1313,./dataset/6615178073238459590.775.png,7,147,7,160,40,7
1314,1314,./dataset/6615178073238459590.775.png,5,168,4,201,47,5
1315,1315,./dataset/695935266252388263279916854383.174.png,1,136,21,141,58,1
1316,1316,./dataset/695935266252388263279916854383.174.png,7,152,24,167,58,7
1317,1317,./dataset/695935266252388263279916854383.174.png,4,175,27,198,68,4
1318,1318,./dataset/739525794633309745966616561812.47.png,4,41,36,121,129,4
1319,1319,./dataset/739525794633309745966616561812.47.png,7,118,34,205,132,7
1320,1320,./dataset/268007147952810255074878736697.30.png,3,58,43,92,105,3
1321,1321,./dataset/268007147952810255074878736697.30.png,0,120,24,175,119,0
1322,1322,./dataset/955226552883522163170084792737.8.png,8,103,0,181,90,8
1323,1323,./dataset/12850408431501546630.52.png,5,112,33,135,51,5
1324,1324,./dataset/12850408431501546630.52.png,2,130,50,160,75,2
1325,1325,./dataset/90410186397347464335619414484.96.png,9,63,31,112,101,9
1326,1326,./dataset/90410186397347464335619414484.96.png,6,143,17,184,102,6
1327,1327,./dataset/1056914074879424809094954427993.10.png,1,62,10,86,106,1
1328,1328,./dataset/1056914074879424809094954427993.10.png,0,109,15,163,69,0
1329,1329,./dataset/715918023611068858837731004806.26.png,2,126,13,161,73,2
1330,1330,./dataset/715918023611068858837731004806.26.png,6,164,7,194,42,6
1331,1331,./dataset/362755241341885677294625051924.196.png,1,12,35,29,87,1
1332,1332,./dataset/362755241341885677294625051924.196.png,9,47,33,117,99,9
1333,1333,./dataset/362755241341885677294625051924.196.png,6,130,42,192,104,6
1334,1334,./dataset/141226886783764075724671436875.96.png,9,63,32,112,107,9
1335,1335,./dataset/141226886783764075724671436875.96.png,6,142,18,183,110,6
1336,1336,./dataset/168613795656928746399624628036.118.png,1,129,25,138,80,1
1337,1337,./dataset/168613795656928746399624628036.118.png,1,155,30,163,78,1
1338,1338,./dataset/168613795656928746399624628036.118.png,8,179,27,205,95,8
1339,1339,./dataset/46335620699593005119110191444.180.png,1,60,45,77,118,1
1340,1340,./dataset/46335620699593005119110191444.180.png,8,93,27,131,126,8
1341,1341,./dataset/46335620699593005119110191444.180.png,0,151,55,202,117,0
1342,1342,./dataset/924200522786305797456408779522.20.png,2,98,20,134,94,2
1343,1343,./dataset/924200522786305797456408779522.20.png,0,147,22,181,76,0
1344,1344,./dataset/6600741806815803062.58.png,5,116,21,145,86,5
1345,1345,./dataset/6600741806815803062.58.png,8,153,34,178,103,8
1346,1346,./dataset/119060262543466603036090336017.62.png,6,128,24,161,67,6
1347,1347,./dataset/119060262543466603036090336017.62.png,2,176,19,222,59,2
1348,1348,./dataset/13628837706758864669319580168.92.png,9,134,16,162,68,9
1349,1349,./dataset/13628837706758864669319580168.92.png,2,179,27,237,69,2
1350,1350,./dataset/340225813347327796894996302549.57.png,5,109,22,133,59,5
1351,1351,./dataset/340225813347327796894996302549.57.png,7,140,18,164,59,7
1352,1352,./dataset/805387760043761977299489313480.188.png,1,42,20,61,112,1
1353,1353,./dataset/805387760043761977299489313480.188.png,8,84,25,125,114,8
1354,1354,./dataset/805387760043761977299489313480.188.png,8,153,34,190,116,8
1355,1355,./dataset/466191859901919111655935533636.21.png,2,54,20,105,72,2
1356,1356,./dataset/466191859901919111655935533636.21.png,1,140,35,156,101,1
1357,1357,./dataset/10551170094086656534.101.png,1,126,29,138,81,1
1358,1358,./dataset/10551170094086656534.101.png,0,151,37,185,69,0
1359,1359,./dataset/10551170094086656534.101.png,1,206,38,217,82,1
1360,1360,./dataset/1056593181435775347812582660947.21.png,2,36,52,83,144,2
1361,1361,./dataset/1056593181435775347812582660947.21.png,1,102,37,111,150,1
1362,1362,./dataset/4731500163978319378.162.png,1,128,11,138,72,1
1363,1363,./dataset/4731500163978319378.162.png,6,150,13,177,71,6
1364,1364,./dataset/4731500163978319378.162.png,2,191,16,224,70,2
1365,1365,./dataset/1032039290807274211658810151076.142.png,1,21,43,44,117,1
1366,1366,./dataset/1032039290807274211658810151076.142.png,4,65,49,141,136,4
1367,1367,./dataset/1032039290807274211658810151076.142.png,2,146,38,235,123,2
1368,1368,./dataset/2646486749142491809.128.png,1,120,15,124,70,1
1369,1369,./dataset/2646486749142491809.128.png,2,137,21,173,60,2
1370,1370,./dataset/2646486749142491809.128.png,8,190,18,218,63,8
1371,1371,./dataset/727950659797098493279026595116.100.png,1,60,20,83,85,1
1372,1372,./dataset/727950659797098493279026595116.100.png,0,96,38,180,100,0
1373,1373,./dataset/9369809966100123818.58.png,5,114,34,152,73,5
1374,1374,./dataset/9369809966100123818.58.png,8,176,35,207,74,8
1375,1375,./dataset/2486147558511060288.188.png,1,102,36,114,71,1
1376,1376,./dataset/2486147558511060288.188.png,8,135,27,170,62,8
1377,1377,./dataset/2486147558511060288.188.png,8,177,27,209,69,8
1378,1378,./dataset/2644195276462781797.114.png,1,125,13,133,62,1
1379,1379,./dataset/2644195276462781797.114.png,1,143,12,152,63,1
1380,1380,./dataset/2644195276462781797.114.png,4,168,13,206,63,4
1381,1381,./dataset/411272069582932897253187294500.76.png,7,117,21,160,64,7
1382,1382,./dataset/411272069582932897253187294500.76.png,6,168,26,210,69,6
1383,1383,./dataset/414209568992.50.png,5,108,13,157,69,5
1384,1384,./dataset/414209568992.50.png,0,137,17,188,66,0
1385,1385,./dataset/2437943597087446113.68.png,6,121,9,145,59,6
1386,1386,./dataset/2437943597087446113.68.png,8,157,4,192,62,8
1387,1387,./dataset/421845331045698134610760781985.38.png,3,77,27,135,73,3
1388,1388,./dataset/421845331045698134610760781985.38.png,8,138,30,195,78,8
1389,1389,./dataset/375576625138225816113838184783.81.png,8,94,29,166,115,8
1390,1390,./dataset/10493567838442311904.67.png,6,121,22,143,57,6
1391,1391,./dataset/10493567838442311904.67.png,7,171,26,214,67,7
1392,1392,./dataset/888675545093784873120667600842.42.png,4,118,44,180,89,4
1393,1393,./dataset/888675545093784873120667600842.42.png,2,199,21,241,64,2
1394,1394,./dataset/713421165785822020024411048546.86.png,8,83,4,131,112,8
1395,1395,./dataset/713421165785822020024411048546.86.png,6,139,20,187,115,6
1396,1396,./dataset/892730160064784711393055688065.184.png,1,56,39,68,116,1
1397,1397,./dataset/892730160064784711393055688065.184.png,8,85,36,121,112,8
1398,1398,./dataset/892730160064784711393055688065.184.png,4,128,43,171,115,4
1399,1399,./dataset/316913259537553816981528977568.90.png,9,127,24,151,68,9
1400,1400,./dataset/316913259537553816981528977568.90.png,0,171,33,196,67,0
1401,1401,./dataset/1030788674339473200071469015414.86.png,8,41,3,98,99,8
1402,1402,./dataset/1030788674339473200071469015414.86.png,6,109,17,166,101,6
1403,1403,./dataset/277879391701219701590860669666.19.png,1,126,3,137,62,1
1404,1404,./dataset/277879391701219701590860669666.19.png,9,154,12,186,85,9
1405,1405,./dataset/317077680311210147978027941968.99.png,9,92,25,120,94,9
1406,1406,./dataset/317077680311210147978027941968.99.png,9,130,24,157,99,9
1407,1407,./dataset/417856219549074032552343474018.16.png,1,73,26,97,98,1
1408,1408,./dataset/417856219549074032552343474018.16.png,6,119,31,171,123,6
1409,1409,./dataset/357155751125516324506853609474.242.png,2,106,19,150,65,2
1410,1410,./dataset/357155751125516324506853609474.242.png,4,165,24,210,79,4
1411,1411,./dataset/357155751125516324506853609474.242.png,2,212,11,250,62,2
1412,1412,./dataset/338461798643829307117371532586.120.png,1,23,47,43,112,1
1413,1413,./dataset/338461798643829307117371532586.120.png,2,76,47,206,108,2
1414,1414,./dataset/338461798643829307117371532586.120.png,0,106,0,107,1,0
1415,1415,./dataset/678795003781924950660098135406.52.png,5,32,29,92,114,5
1416,1416,./dataset/678795003781924950660098135406.52.png,2,133,32,186,116,2
1417,1417,./dataset/20016989472412094255510365025.5.png,5,165,0,204,65,5
1418,1418,./dataset/586039854665732418.110.png,1,118,27,125,68,1
1419,1419,./dataset/586039854665732418.110.png,1,144,31,154,72,1
1420,1420,./dataset/586039854665732418.110.png,0,187,35,217,69,0
1421,1421,./dataset/121088438759304568806226156305.160.png,1,135,19,144,59,1
1422,1422,./dataset/121088438759304568806226156305.160.png,6,154,17,177,59,6
1423,1423,./dataset/121088438759304568806226156305.160.png,0,182,25,216,54,0
1424,1424,./dataset/89447539662433706904142844746.64.png,6,107,12,138,59,6
1425,1425,./dataset/89447539662433706904142844746.64.png,4,115,26,121,32,4
1426,1426,./dataset/845246681384298292054412320422.100.png,1,113,24,124,66,1
1427,1427,./dataset/845246681384298292054412320422.100.png,0,130,18,168,69,0
1428,1428,./dataset/845246681384298292054412320422.100.png,0,169,24,201,66,0
1429,1429,./dataset/384807304405334250498220556657.28.png,2,74,40,135,108,2
1430,1430,./dataset/384807304405334250498220556657.28.png,8,149,37,230,120,8
1431,1431,./dataset/723982551318728620642412152897.27.png,2,99,47,128,122,2
1432,1432,./dataset/723982551318728620642412152897.27.png,7,133,34,165,137,7
1433,1433,./dataset/992422791904005300912287007376.52.png,5,55,43,92,98,5
1434,1434,./dataset/992422791904005300912287007376.52.png,2,111,45,146,106,2
1435,1435,./dataset/383927905578767851064398818947.186.png,1,8,9,16,25,1
1436,1436,./dataset/383927905578767851064398818947.186.png,8,21,126,36,141,8
1437,1437,./dataset/383927905578767851064398818947.186.png,6,39,111,185,114,6
1438,1438,./dataset/1076212647856999942414170287833.20.png,2,132,13,153,52,2
1439,1439,./dataset/1076212647856999942414170287833.20.png,0,157,15,179,55,0
1440,1440,./dataset/335276617730562275627811221784.152.png,1,42,49,53,112,1
1441,1441,./dataset/335276617730562275627811221784.152.png,5,69,43,109,108,5
1442,1442,./dataset/335276617730562275627811221784.152.png,2,119,48,157,114,2
1443,1443,./dataset/3048389660056854664.178.png,1,97,35,110,80,1
1444,1444,./dataset/3048389660056854664.178.png,7,127,33,164,73,7
1445,1445,./dataset/3048389660056854664.178.png,8,182,23,217,76,8
1446,1446,./dataset/397738767886931319.29.png,2,56,78,66,111,2
1447,1447,./dataset/397738767886931319.29.png,9,64,117,65,118,9
1448,1448,./dataset/691785537664398408838855548708.74.png,7,126,16,222,114,7
1449,1449,./dataset/82065106233385144764738046482.106.png,1,18,46,60,115,1
1450,1450,./dataset/82065106233385144764738046482.106.png,0,71,41,129,108,0
1451,1451,./dataset/82065106233385144764738046482.106.png,6,159,23,202,113,6
1452,1452,./dataset/1019467218713330230193545418932.10.png,1,98,32,110,138,1
1453,1453,./dataset/1019467218713330230193545418932.10.png,0,133,42,186,110,0
1454,1454,./dataset/8185549472509485400.15.png,1,108,19,116,127,1
1455,1455,./dataset/8185549472509485400.15.png,5,134,16,163,118,5
1456,1456,./dataset/10868717352733799090.80.png,8,132,21,155,79,8
1457,1457,./dataset/10868717352733799090.80.png,0,167,31,193,82,0
1458,1458,./dataset/496787008070655575968291000487.74.png,7,119,30,145,74,7
1459,1459,./dataset/496787008070655575968291000487.74.png,4,176,27,213,71,4
1460,1460,./dataset/170866269711468716720059090325.67.png,6,112,29,134,88,6
1461,1461,./dataset/170866269711468716720059090325.67.png,7,141,29,178,94,7
1462,1462,./dataset/813580736676018772109903164618.26.png,2,54,32,112,113,2
1463,1463,./dataset/813580736676018772109903164618.26.png,6,140,22,176,108,6
1464,1464,./dataset/8774254867136002578.58.png,5,25,27,73,97,5
1465,1465,./dataset/8774254867136002578.58.png,8,83,25,128,110,8
1466,1466,./dataset/99131917209319682319843360.150.png,1,110,28,119,69,1
1467,1467,./dataset/99131917209319682319843360.150.png,5,136,30,169,67,5
1468,1468,./dataset/99131917209319682319843360.150.png,0,188,36,216,73,0
1469,1469,./dataset/427488745358233300702207038640.47.png,4,37,37,118,132,4
1470,1470,./dataset/427488745358233300702207038640.47.png,7,115,35,204,135,7
1471,1471,./dataset/843237484696324968991826581044.130.png,1,0,57,21,111,1
1472,1472,./dataset/843237484696324968991826581044.130.png,3,30,40,124,111,3
1473,1473,./dataset/843237484696324968991826581044.130.png,0,134,61,202,103,0
1474,1474,./dataset/198405922310246318672028501385.186.png,1,139,13,146,69,1
1475,1475,./dataset/198405922310246318672028501385.186.png,8,156,15,178,70,8
1476,1476,./dataset/198405922310246318672028501385.186.png,6,190,15,216,68,6
1477,1477,./dataset/258837166751353778923302183115.26.png,2,56,31,114,110,2
1478,1478,./dataset/258837166751353778923302183115.26.png,6,141,22,177,106,6
1479,1479,./dataset/440537122712004049070727063451.86.png,8,58,17,106,79,8
1480,1480,./dataset/440537122712004049070727063451.86.png,6,132,20,180,88,6
1481,1481,./dataset/224192411503012792690889791764.57.png,5,13,9,73,71,5
1482,1482,./dataset/224192411503012792690889791764.57.png,7,121,30,169,125,7
1483,1483,./dataset/419512541765752440697148407828.475.png,4,116,37,147,150,4
1484,1484,./dataset/419512541765752440697148407828.475.png,7,153,35,186,137,7
1485,1485,./dataset/419512541765752440697148407828.475.png,5,184,29,213,138,5
1486,1486,./dataset/724594334331475178994133517506.83.png,8,103,33,128,94,8
1487,1487,./dataset/724594334331475178994133517506.83.png,3,140,44,169,102,3
1488,1488,./dataset/84185105545043632345929056577.79.png,7,119,28,173,70,7
1489,1489,./dataset/84185105545043632345929056577.79.png,9,179,29,206,78,9
1490,1490,./dataset/12333487622514319795.128.png,1,111,32,124,73,1
1491,1491,./dataset/12333487622514319795.128.png,2,135,24,222,86,2
1492,1492,./dataset/361664237533768680033778736900.92.png,9,125,19,150,58,9
1493,1493,./dataset/361664237533768680033778736900.92.png,2,164,12,212,59,2
1494,1494,./dataset/820312631974525274565223924738.156.png,1,160,40,170,86,1
1495,1495,./dataset/820312631974525274565223924738.156.png,5,187,39,207,92,5
1496,1496,./dataset/820312631974525274565223924738.156.png,6,224,27,248,101,6
1497,1497,./dataset/382567373717058667496822870308.20.png,2,130,16,204,64,2
1498,1498,./dataset/417593335035034405051953893206.810.png,8,74,6,117,120,8
1499,1499,./dataset/417593335035034405051953893206.810.png,1,132,2,144,88,1
1500,1500,./dataset/417593335035034405051953893206.810.png,0,170,0,197,79,0
1501,1501,./dataset/456374583170466403604987806448.21.png,2,123,15,156,52,2
1502,1502,./dataset/456374583170466403604987806448.21.png,1,179,26,189,73,1
1503,1503,./dataset/11244561988155724674.45.png,4,122,20,156,68,4
1504,1504,./dataset/11244561988155724674.45.png,5,178,23,204,66,5
1505,1505,./dataset/844792142383262147706444014024.10.png,1,48,41,57,125,1
1506,1506,./dataset/844792142383262147706444014024.10.png,0,73,40,108,126,0
1507,1507,./dataset/416586204524262183067824722114.64.png,6,113,35,131,88,6
1508,1508,./dataset/416586204524262183067824722114.64.png,4,142,51,178,120,4
1509,1509,./dataset/758107899457609323150649479744.62.png,6,124,21,145,72,6
1510,1510,./dataset/758107899457609323150649479744.62.png,2,161,18,202,71,2
1511,1511,./dataset/462723353391728732184574516886.118.png,1,64,25,77,79,1
1512,1512,./dataset/462723353391728732184574516886.118.png,1,97,28,112,78,1
1513,1513,./dataset/462723353391728732184574516886.118.png,8,126,19,162,95,8
1514,1514,./dataset/83369371367473281.160.png,1,149,17,173,66,1
1515,1515,./dataset/83369371367473281.160.png,6,182,18,196,62,6
1516,1516,./dataset/83369371367473281.160.png,0,200,23,225,61,0
1517,1517,./dataset/11915984867240231044.198.png,1,98,37,111,89,1
1518,1518,./dataset/11915984867240231044.198.png,9,130,33,164,83,9
1519,1519,./dataset/11915984867240231044.198.png,8,180,33,206,80,8
1520,1520,./dataset/59756311263150136113823917272.164.png,1,0,32,9,92,1
1521,1521,./dataset/59756311263150136113823917272.164.png,6,56,23,90,106,6
1522,1522,./dataset/59756311263150136113823917272.164.png,4,112,45,186,107,4
1523,1523,./dataset/601519717814378350930280923474.1755.png,1,83,20,88,60,1
1524,1524,./dataset/601519717814378350930280923474.1755.png,7,103,15,119,55,7
1525,1525,./dataset/601519717814378350930280923474.1755.png,5,137,17,153,53,5
1526,1526,./dataset/601519717814378350930280923474.1755.png,5,139,9,158,17,5
1527,1527,./dataset/5356019281615442664.32.png,3,116,20,150,62,3
1528,1528,./dataset/5356019281615442664.32.png,2,165,13,187,52,2
1529,1529,./dataset/347374428064381998063231570698.134.png,1,127,34,133,74,1
1530,1530,./dataset/347374428064381998063231570698.134.png,3,159,29,179,67,3
1531,1531,./dataset/347374428064381998063231570698.134.png,4,161,68,183,81,4
1532,1532,./dataset/854089670460818804051094611244.102.png,1,37,39,49,127,1
1533,1533,./dataset/854089670460818804051094611244.102.png,0,71,54,120,127,0
1534,1534,./dataset/854089670460818804051094611244.102.png,2,159,48,229,130,2
1535,1535,./dataset/158533698199463711145820754056.188.png,1,102,35,114,71,1
1536,1536,./dataset/158533698199463711145820754056.188.png,8,135,27,170,61,8
1537,1537,./dataset/158533698199463711145820754056.188.png,8,177,27,209,68,8
1538,1538,./dataset/264500514592947590440696318570.38.png,3,55,42,103,125,3
1539,1539,./dataset/264500514592947590440696318570.38.png,8,123,39,178,121,8
1540,1540,./dataset/8692057529754207409.19.png,1,126,3,136,62,1
1541,1541,./dataset/8692057529754207409.19.png,9,154,12,186,85,9
1542,1542,./dataset/656134908768531973247567176198.21.png,2,57,15,95,112,2
1543,1543,./dataset/656134908768531973247567176198.21.png,1,143,31,159,108,1
1544,1544,./dataset/9913201249213812745857305104.99.png,9,0,0,7,150,9
1545,1545,./dataset/9913201249213812745857305104.99.png,9,107,44,108,46,9
1546,1546,./dataset/21224205121962901187851322114.110.png,1,118,27,125,68,1
1547,1547,./dataset/21224205121962901187851322114.110.png,1,144,31,154,72,1
1548,1548,./dataset/21224205121962901187851322114.110.png,0,187,35,217,69,0
1549,1549,./dataset/317072247694514093025107395072.8.png,8,128,31,147,118,8
1550,1550,./dataset/916208312613853040405110803177.42.png,4,76,12,119,58,4
1551,1551,./dataset/916208312613853040405110803177.42.png,2,133,17,192,48,2
1552,1552,./dataset/402690423857468464892345926980.22.png,2,126,27,178,70,2
1553,1553,./dataset/402690423857468464892345926980.22.png,2,191,18,244,61,2
1554,1554,./dataset/10589610298752028076.1755.png,1,83,20,88,60,1
1555,1555,./dataset/10589610298752028076.1755.png,7,103,15,119,55,7
1556,1556,./dataset/10589610298752028076.1755.png,5,137,17,153,53,5
1557,1557,./dataset/10589610298752028076.1755.png,5,139,9,158,17,5
1558,1558,./dataset/638799583478529040905022817640.52.png,5,61,5,140,108,5
1559,1559,./dataset/638799583478529040905022817640.52.png,2,131,32,220,110,2
1560,1560,./dataset/13285228280338896068.120.png,1,129,18,138,53,1
1561,1561,./dataset/13285228280338896068.120.png,2,156,16,189,62,2
1562,1562,./dataset/13285228280338896068.120.png,0,199,37,230,65,0
1563,1563,./dataset/847597863711506894280502415946.87.png,8,28,22,82,111,8
1564,1564,./dataset/847597863711506894280502415946.87.png,7,116,17,173,88,7
1565,1565,./dataset/10130342214193866794.3665.png,3,89,9,105,53,3
1566,1566,./dataset/10130342214193866794.3665.png,6,112,13,132,53,6
1567,1567,./dataset/10130342214193866794.3665.png,6,150,17,163,57,6
1568,1568,./dataset/10130342214193866794.3665.png,5,180,18,207,52,5
1569,1569,./dataset/1109000459613059613377061437295.24.png,2,0,0,58,150,2
1570,1570,./dataset/1109000459613059613377061437295.24.png,4,47,36,51,39,4
1571,1571,./dataset/9967116989670449299.98.png,9,107,18,134,69,9
1572,1572,./dataset/9967116989670449299.98.png,8,148,20,178,68,8
1573,1573,./dataset/375829136733573733564962877359.40.png,4,0,0,2,150,4
1574,1574,./dataset/375829136733573733564962877359.40.png,0,99,25,205,89,0
1575,1575,./dataset/409106618842112180771669682497.45.png,4,100,47,135,138,4
1576,1576,./dataset/409106618842112180771669682497.45.png,5,133,38,157,122,5
1577,1577,./dataset/363135420271188369765951640965.85.png,8,121,19,149,67,8
1578,1578,./dataset/363135420271188369765951640965.85.png,5,169,20,199,67,5
1579,1579,./dataset/679053793516397202743331983905.15.png,1,142,21,156,69,1
1580,1580,./dataset/679053793516397202743331983905.15.png,5,181,17,222,75,5
1581,1581,./dataset/756171816421313254809658902657.97.png,9,23,34,97,103,9
1582,1582,./dataset/756171816421313254809658902657.97.png,7,72,42,74,45,7
1583,1583,./dataset/15353397927143908258.52.png,5,140,19,177,74,5
1584,1584,./dataset/15353397927143908258.52.png,2,194,19,225,72,2
1585,1585,./dataset/656462600536276980643514943361.50.png,5,135,30,168,71,5
1586,1586,./dataset/656462600536276980643514943361.50.png,0,162,17,210,61,0
1587,1587,./dataset/59643621038873805700005577416.49.png,4,112,7,155,65,4
1588,1588,./dataset/59643621038873805700005577416.49.png,9,163,18,189,66,9
1589,1589,./dataset/120177219735375863240070596994.83.png,8,63,38,116,90,8
1590,1590,./dataset/120177219735375863240070596994.83.png,3,149,32,207,96,3
1591,1591,./dataset/407669168829366349270932949203.29.png,2,104,17,186,90,2
1592,1592,./dataset/13129209271254015153.4245.png,4,54,13,86,49,4
1593,1593,./dataset/13129209271254015153.4245.png,2,83,7,101,42,2
1594,1594,./dataset/13129209271254015153.4245.png,4,121,1,142,39,4
1595,1595,./dataset/13129209271254015153.4245.png,5,157,9,182,56,5
1596,1596,./dataset/793229886691379913881985517700.164.png,1,49,22,56,98,1
1597,1597,./dataset/793229886691379913881985517700.164.png,6,74,22,99,106,6
1598,1598,./dataset/793229886691379913881985517700.164.png,4,104,20,148,107,4
1599,1599,./dataset/653671106983846538354119294976.10.png,1,132,35,143,78,1
1600,1600,./dataset/653671106983846538354119294976.10.png,0,173,32,208,74,0
1601,1601,./dataset/442773742512886549668918442443.99.png,9,110,19,133,54,9
1602,1602,./dataset/442773742512886549668918442443.99.png,9,144,20,164,54,9
1603,1603,./dataset/5057904953303098016.144.png,1,106,28,113,68,1
1604,1604,./dataset/5057904953303098016.144.png,4,124,26,199,80,4
1605,1605,./dataset/1055486912845406857506509844745.34.png,3,151,14,178,66,3
1606,1606,./dataset/1055486912845406857506509844745.34.png,4,180,15,215,74,4
1607,1607,./dataset/402104917446790928889976721480.270.png,2,101,61,132,138,2
1608,1608,./dataset/402104917446790928889976721480.270.png,7,128,57,198,150,7
1609,1609,./dataset/251315214801796536835014573663.62.png,6,56,21,86,93,6
1610,1610,./dataset/251315214801796536835014573663.62.png,2,100,26,144,88,2
1611,1611,./dataset/6204726830807749921.42.png,4,118,44,180,90,4
1612,1612,./dataset/6204726830807749921.42.png,2,199,21,241,65,2
1613,1613,./dataset/421307195230554149388731748736.6.png,6,104,0,183,93,6
1614,1614,./dataset/5803456623275037763.20.png,2,122,20,152,55,2
1615,1615,./dataset/5803456623275037763.20.png,0,157,22,185,48,0
1616,1616,./dataset/205083417627686446202007912889.188.png,1,74,38,80,115,1
1617,1617,./dataset/205083417627686446202007912889.188.png,8,104,45,147,107,8
1618,1618,./dataset/205083417627686446202007912889.188.png,8,175,26,214,95,8
1619,1619,./dataset/1951770327573023434.43.png,4,128,28,161,90,4
1620,1620,./dataset/1951770327573023434.43.png,3,174,29,208,86,3
1621,1621,./dataset/672309734234281171.38.png,3,52,24,105,89,3
1622,1622,./dataset/672309734234281171.38.png,8,110,12,153,106,8
1623,1623,./dataset/15071472909198379026.20.png,2,129,16,204,65,2
1624,1624,./dataset/497589655994883315872073877843.88.png,8,120,24,154,70,8
1625,1625,./dataset/497589655994883315872073877843.88.png,8,153,25,178,76,8
1626,1626,./dataset/819914992108423609352798512266.194.png,1,67,23,85,62,1
1627,1627,./dataset/819914992108423609352798512266.194.png,9,85,22,142,63,9
1628,1628,./dataset/819914992108423609352798512266.194.png,4,156,26,204,65,4
1629,1629,./dataset/68371052463954357018034120325.70.png,7,140,21,169,68,7
1630,1630,./dataset/68371052463954357018034120325.70.png,0,173,33,203,75,0
1631,1631,./dataset/656928602915021226774733981929.88.png,8,65,39,101,109,8
1632,1632,./dataset/656928602915021226774733981929.88.png,8,110,39,149,126,8
1633,1633,./dataset/342701857675925520104966862088.152.png,1,45,49,56,112,1
1634,1634,./dataset/342701857675925520104966862088.152.png,5,71,43,111,108,5
1635,1635,./dataset/342701857675925520104966862088.152.png,2,121,48,158,114,2
1636,1636,./dataset/720030413739341123470125156708.88.png,8,0,0,2,150,8
1637,1637,./dataset/720030413739341123470125156708.88.png,8,70,23,126,130,8
1638,1638,./dataset/975846590158085685695087990565.150.png,1,106,0,116,2,1
1639,1639,./dataset/975846590158085685695087990565.150.png,5,117,0,120,1,5
1640,1640,./dataset/975846590158085685695087990565.150.png,0,118,32,126,86,0
1641,1641,./dataset/421543773756254314278223566165.155.png,1,27,29,43,88,1
1642,1642,./dataset/421543773756254314278223566165.155.png,5,53,24,117,88,5
1643,1643,./dataset/421543773756254314278223566165.155.png,5,125,15,183,97,5
1644,1644,./dataset/833536645272808493469196453217.184.png,1,61,39,70,89,1
1645,1645,./dataset/833536645272808493469196453217.184.png,8,105,31,143,91,8
1646,1646,./dataset/833536645272808493469196453217.184.png,4,162,23,213,95,4
1647,1647,./dataset/1086417912840390533110835402452.12.png,1,86,23,110,99,1
1648,1648,./dataset/1086417912840390533110835402452.12.png,2,114,19,188,105,2
1649,1649,./dataset/1736199332774823976.49.png,4,112,7,155,65,4
1650,1650,./dataset/1736199332774823976.49.png,9,163,18,189,66,9
1651,1651,./dataset/6184942350981975084.70.png,7,154,12,169,42,7
1652,1652,./dataset/6184942350981975084.70.png,0,178,11,198,46,0
1653,1653,./dataset/13157359265935287652.84.png,8,136,14,159,64,8
1654,1654,./dataset/13157359265935287652.84.png,4,167,17,198,64,4
1655,1655,./dataset/99402839613554694498160746520.86.png,8,63,32,119,103,8
1656,1656,./dataset/99402839613554694498160746520.86.png,6,126,44,178,105,6
1657,1657,./dataset/725532688614031562285861202024.118.png,1,45,45,55,143,1
1658,1658,./dataset/725532688614031562285861202024.118.png,1,90,52,101,142,1
1659,1659,./dataset/725532688614031562285861202024.118.png,8,116,47,177,150,8
1660,1660,./dataset/91976655243974872541452383330.44.png,4,35,34,98,114,4
1661,1661,./dataset/91976655243974872541452383330.44.png,4,137,29,211,121,4
